start_lat,start_lon,end_lat,end_lon,straight_dist_km,distance_km,hour,day_of_week,month,is_weekend,is_rush_hour,time_category,CALL_TYPE,duration_min
41.177367,-8.6625,41.174046,-8.666676,0.5084547245412064,3.290415326778623,1,0,7,0,0,malam,C,6.75
41.145993,-8.612532,41.158665,-8.678295,5.683487142063409,7.133498297687445,0,0,7,0,0,malam,C,9.75
41.179698,-8.652555,41.164209,-8.623188,3.0013737339664543,7.166016396535981,1,0,7,0,0,malam,C,19.25
41.148666,-8.585811,41.164884,-8.580492,1.8575259482797635,3.83361827592714,1,0,7,0,0,malam,B,7.5
41.146137,-8.617599,41.169141,-8.636625,3.0133235432120298,8.509237458399971,0,0,7,0,0,malam,C,10.5
41.140764,-8.615394,41.147019,-8.620146,0.8013056031208065,1.6698017384551505,1,0,7,0,0,malam,B,4.25
41.164209,-8.623017,41.146866,-8.597655,2.8683670277536724,4.83728598279636,0,0,7,0,0,malam,C,15.0
41.1543,-8.649378,41.153733,-8.566137,6.969510754961889,10.257751099101538,1,0,7,0,0,malam,C,11.25
41.1408,-8.609652,41.129505,-8.549334,5.205276835528016,6.798675255926054,1,0,7,0,0,malam,C,8.0
41.145777,-8.578683,41.154507,-8.560413,1.8117279377387616,3.9075324774647133,1,0,7,0,0,malam,A,6.0
41.161221,-8.605017,41.153346,-8.651862,4.018399748898182,4.914857337331918,1,0,7,0,0,malam,C,9.75
41.164191,-8.623152,41.160087,-8.616465,0.7222285783756496,1.2942735831382521,1,0,7,0,0,malam,A,5.0
41.162427,-8.587116,41.162436,-8.587143,0.002471884013954576,8.62868231880932,0,0,7,0,0,malam,A,28.75
41.165604,-8.64513,41.1579,-8.600562,3.828029642810935,11.085340615426139,1,0,7,0,0,malam,C,16.0
41.150385,-8.611569,41.147325,-8.602524,0.830262615931592,2.29120693640225,2,0,7,0,0,malam,C,5.75
41.150376,-8.61147,41.144094,-8.599419,1.2272462118541072,2.3872586764539645,2,0,7,0,0,malam,C,5.75
41.148009,-8.61984,41.140944,-8.615232,0.875236128099833,1.8304545766143006,1,0,7,0,0,malam,B,5.0
41.149485,-8.611128,41.160141,-8.605467,1.2761673241342486,1.6630200719760249,0,0,7,0,0,malam,C,6.0
41.150367,-8.617041,41.154732,-8.604756,1.137333659797089,2.4275696795130854,0,0,7,0,0,malam,C,8.25
41.14458,-8.606493,41.186511,-8.652456,6.045025674001906,7.838676515197732,0,0,7,0,0,malam,C,12.25
41.157738,-8.628336,41.174514,-8.62623,1.8737176180207615,2.0294510410594793,0,0,7,0,0,malam,C,10.25
41.144886,-8.610804,41.161608,-8.603946,1.9460368756641564,2.033028166560862,2,0,7,0,0,malam,C,6.0
41.144472,-8.606403,41.140341,-8.613072,0.7230948711901647,1.8997912768163208,1,0,7,0,0,malam,C,5.5
41.155281,-8.618886,41.164209,-8.613387,1.094292496653296,1.861501983913468,0,0,7,0,0,malam,C,3.75
41.151015,-8.620245,41.180724,-8.626284,3.34194430120308,5.497234814511325,0,0,7,0,0,malam,A,13.75
41.149179,-8.586387,41.137272,-8.556534,2.82878279671241,10.378850077580076,0,0,7,0,0,malam,C,17.5
41.137731,-8.587602,41.190984,-8.654634,8.157820382304164,14.493132204549479,0,0,7,0,0,malam,C,14.5
41.153868,-8.674119,41.190606,-8.652366,4.47246366777558,5.55355643831859,1,0,7,0,0,malam,C,10.5
41.145939,-8.612532,41.188608,-8.547372,7.229148401363413,8.419333627523262,1,0,7,0,0,malam,B,13.5
41.156064,-8.619327,41.164155,-8.622963,0.9497758720781835,1.5503903078679977,1,0,7,0,0,malam,A,4.5
41.165181,-8.628228,41.159052,-8.660259,2.7666674266254643,3.46602198179628,1,0,7,0,0,malam,C,5.0
41.149026,-8.640792,41.150682,-8.647695,0.606603497197549,20.645302738306167,2,0,7,0,0,malam,C,35.0
41.154129,-8.611965,41.164218,-8.623395,1.4745048814233288,3.310225250594454,0,0,7,0,0,malam,C,12.25
41.160969,-8.628858,41.147775,-8.611344,2.074248920623745,2.897642636579383,0,0,7,0,0,malam,C,6.0
41.146542,-8.603631,41.157036,-8.59707,1.2897168620441501,2.1477188151113453,2,0,7,0,0,malam,C,5.5
41.143239,-8.602821,41.133861,-8.586945,1.6896723763824986,2.9740088558327034,2,0,7,0,0,malam,C,5.75
41.173533,-8.654778,41.180544,-8.645787,1.0835142419634982,1.2940674610388965,1,0,7,0,0,malam,B,2.0
41.153634,-8.610381,41.159367,-8.637498,2.3580472276306925,3.0195314105256195,1,0,7,0,0,malam,C,8.25
41.146254,-8.617599,41.170599,-8.610552,2.7705812694910024,16.53876849633565,0,0,7,0,0,malam,C,13.5
41.153868,-8.67411,41.135913,-8.563455,9.478365621686551,11.57542430301663,0,0,7,0,0,malam,C,27.75
41.152977,-8.660232,41.158863,-8.635536,2.1686925856786488,3.538008979778548,1,0,7,0,0,malam,A,4.75
41.14449,-8.605926,41.144706,-8.606322,0.04094393497183178,1.207930905674897,2,0,7,0,0,malam,B,37.5
41.150034,-8.620938,41.177214,-8.559153,5.990387886574262,9.54011408897274,0,0,7,0,0,malam,A,13.75
41.154615,-8.618913,41.154633,-8.652267,2.792487631656539,5.392328139684562,1,0,7,0,0,malam,C,10.25
41.17077,-8.573616,41.146443,-8.617671,4.573828004538388,6.828751238029112,0,0,7,0,0,malam,A,15.75
41.169969,-8.604765,41.183982,-8.610696,1.6353320173532235,3.0121399114455305,1,0,7,0,0,malam,A,7.75
41.144526,-8.606439,41.180949,-8.64036,4.94634107285488,7.526625634854053,0,0,7,0,0,malam,C,8.5
41.182749,-8.600148,41.185359,-8.486811,9.489056835311125,12.440881497627027,1,0,7,0,0,malam,C,13.0
41.151816,-8.626977,41.158674,-8.633412,0.933687529998605,3.233771557864215,2,0,7,0,0,malam,B,6.5
41.145651,-8.610966,41.116221,-8.603523,3.3313109038227138,5.845641042723476,2,0,7,0,0,malam,B,12.5
41.16105,-8.621082,41.157576,-8.60994,1.009595817566652,1.4276685271034015,1,0,7,0,0,malam,B,3.75
41.145975,-8.612496,41.182407,-8.597178,4.249149263613619,4.680573740618096,2,0,7,0,0,malam,B,9.25
41.148036,-8.619849,41.154768,-8.618823,0.7534771916576157,1.1424697778364266,2,0,7,0,0,malam,C,3.5
41.161059,-8.604162,41.187402,-8.692191,7.928747356518615,10.449296661842897,1,0,7,0,0,malam,B,11.5
41.152248,-8.654706,41.134545,-8.604333,4.654801315114302,6.602587223276252,2,0,7,0,0,malam,C,11.0
41.158845,-8.593065,41.146839,-8.596305,1.3622880089386538,1.9958076724534313,2,0,7,0,0,malam,C,13.25
41.149953,-8.614107,41.152716,-8.611443,0.3796601935169449,0.6936275519689782,1,0,7,0,0,malam,C,2.25
41.151213,-8.6094,41.180085,-8.624979,3.465178749988241,5.1641012213779875,1,0,7,0,0,malam,B,6.5
41.144616,-8.606259,41.142393,-8.605872,0.24930150073028196,6.005946610502528,2,0,7,0,0,malam,B,12.5
41.15736,-8.628453,41.178771,-8.645598,2.7798893186082867,4.396660095260561,1,0,7,0,0,malam,B,9.5
41.160996,-8.628885,41.146263,-8.607051,2.454690199072483,4.223019214014648,0,0,7,0,0,malam,C,11.75
41.149125,-8.586369,41.153724,-8.610021,2.0452693456895545,2.6528638863241913,2,0,7,0,0,malam,C,5.25
41.142888,-8.605368,41.153589,-8.605575,1.1900231361826832,1.4426233804296624,3,0,7,0,0,malam,C,4.0
41.146479,-8.614035,41.161392,-8.676729,5.504674015098018,13.551175117349857,2,0,7,0,0,malam,A,16.0
41.147298,-8.611281,41.178366,-8.658351,5.240278533763368,8.12430809158373,0,0,7,0,0,malam,C,7.5
41.15475,-8.630703,41.236965,-8.670132,9.718936623437587,13.953491965070995,2,0,7,0,0,malam,B,11.5
41.161158,-8.604828,41.178429,-8.580429,2.803393593916667,3.281032533400258,2,0,7,0,0,malam,B,7.75
41.149908,-8.619291,41.231907,-8.667261,9.962300073502995,16.68400759147265,2,0,7,0,0,malam,A,15.5
41.140872,-8.613108,41.18481,-8.581959,5.537979663123672,16.25975387189823,0,0,7,0,0,malam,C,23.25
41.147991,-8.619912,41.141619,-8.646516,2.3376555514160833,4.712972622845554,1,0,7,0,0,malam,B,8.0
41.155389,-8.580051,41.23629,-8.646993,10.596966497276473,13.655700498087654,2,0,7,0,0,malam,C,10.75
41.161149,-8.604864,41.164146,-8.622909,1.5469137314199097,1.8822912907708693,3,0,7,0,0,malam,B,4.0
41.148567,-8.58564,41.189499,-8.576586,4.6140948687740755,7.163384358076246,0,0,7,0,0,malam,B,10.5
41.181768,-8.601264,41.149278,-8.602794,3.614992633119479,4.929562190570691,1,0,7,0,0,malam,C,11.75
41.161176,-8.604864,41.169951,-8.581932,2.1533593656422525,2.551793633723431,3,0,7,0,0,malam,B,5.75
41.144679,-8.606556,41.236929,-8.669754,11.540621910425694,17.77126977728351,2,0,7,0,0,malam,B,17.5
41.167872,-8.689392,41.190381,-8.596701,8.151214579177456,10.898396881261357,1,0,7,0,0,malam,A,13.5
41.150439,-8.610903,41.153418,-8.596233,1.2721458804125672,2.303866581769527,2,0,7,0,0,malam,C,6.0
41.146128,-8.617608,41.164101,-8.6229,2.0470289654311102,3.851924385705243,2,0,7,0,0,malam,B,7.75
41.152473,-8.619912,41.148396,-8.598969,1.8111706198368958,4.848874401294247,2,0,7,0,0,malam,A,14.5
41.146119,-8.617608,41.150889,-8.630514,1.2037759643108765,2.4383067481905263,2,0,7,0,0,malam,B,5.25
41.153688,-8.6103,41.152149,-8.605845,0.4103777569217378,6.374005796045004,2,0,7,0,0,malam,C,27.0
41.150466,-8.61165,41.211306,-8.613171,6.7662967777101315,7.425577856610172,2,0,7,0,0,malam,C,19.25
41.150673,-8.647677,41.148594,-8.647389,0.2324285238835709,2.515148966127062,2,0,7,0,0,malam,C,9.5
41.14935,-8.611128,41.258205,-8.595081,12.1783451202033,16.274210392685617,1,0,7,0,0,malam,B,16.5
41.145777,-8.610903,41.180976,-8.582823,4.565568719447992,5.918525964493479,1,0,7,0,0,malam,C,15.5
41.147028,-8.61399,41.1624,-8.644428,3.0685085000409273,5.288403092938374,2,0,7,0,0,malam,A,16.5
41.142735,-8.614602,41.237559,-8.67024,11.526048144242777,22.22649074136594,2,0,7,0,0,malam,C,26.0
41.182695,-8.600139,41.176485,-8.644689,3.791829931118878,5.543428495440587,2,0,7,0,0,malam,B,10.75
41.160645,-8.592192,41.15367,-8.610363,1.707566361351395,2.6748396813512336,1,0,7,0,0,malam,C,5.0
41.153481,-8.605629,41.159997,-8.640684,3.022919898902753,4.345509794918486,1,0,7,0,0,malam,C,5.75
41.15007,-8.617725,41.158008,-8.622162,0.9576513794646868,1.6631445508831875,2,0,7,0,0,malam,A,9.25
41.149089,-8.599149,41.168934,-8.55297,4.451415499099789,5.620817450901907,3,0,7,0,0,malam,B,6.0
41.146056,-8.617626,41.211576,-8.559666,8.75262306464707,12.888973316502879,3,0,7,0,0,malam,B,14.75
41.154444,-8.613243,41.179698,-8.628822,3.0961448906116065,7.099693143553478,2,0,7,0,0,malam,B,12.25
41.145975,-8.613585,41.16609,-8.594595,2.7441607954167195,5.148532746915255,2,0,7,0,0,malam,C,8.25
41.146056,-8.612478,41.142645,-8.615358,0.44946137825018145,0.6929632845000475,3,0,7,0,0,malam,B,4.0
41.14143,-8.614017,41.171364,-8.588376,3.960705472424603,4.329106146005919,1,0,7,0,0,malam,B,8.5
41.152284,-8.60679,41.124366,-8.616303,3.2049307374129143,4.767802469063271,1,0,7,0,0,malam,A,10.0
41.145741,-8.610849,41.148783,-8.58618,2.093099840917134,2.43070700340968,1,0,7,0,0,malam,B,4.75
41.154345,-8.649981,41.145453,-8.615871,3.0222970637232396,5.91698819071344,2,0,7,0,0,malam,B,14.5
41.146146,-8.617581,41.1669,-8.609373,2.4078771750551082,3.2035607539201107,3,0,7,0,0,malam,B,7.25
41.144616,-8.606484,41.184081,-8.587467,4.668131203659208,5.603183957408024,2,0,7,0,0,malam,B,12.25
41.140386,-8.615664,41.237514,-8.670168,11.723660314334836,16.191223077153484,3,0,7,0,0,malam,C,15.5
41.149404,-8.611137,41.140449,-8.613063,1.0087261388510844,1.3630590027782004,3,0,7,0,0,malam,B,3.0
41.146578,-8.613972,41.164794,-8.670708,5.163854345532092,6.46107614591059,3,0,7,0,0,malam,C,13.0
41.146146,-8.617635,41.147874,-8.668197,4.238036726735858,5.605386413605854,3,0,7,0,0,malam,B,8.25
41.146794,-8.596341,41.237649,-8.670294,11.84711154428062,18.053277697695556,3,0,7,0,0,malam,C,28.25
41.157459,-8.628201,41.142744,-8.613765,2.0342629018113456,3.343815925102151,0,0,7,0,0,malam,B,12.0
41.146119,-8.617626,41.147514,-8.661267,3.657468253263451,4.518601793212559,3,0,7,0,0,malam,B,7.5
41.14611,-8.617563,41.126112,-8.60616,2.4200585175861367,4.754154883167711,3,0,7,0,0,malam,B,8.5
41.152635,-8.631927,41.147217,-8.612244,1.7546966698384439,2.391707150554805,3,0,7,0,0,malam,C,3.25
41.145939,-8.612703,41.160852,-8.637705,2.670503605344633,3.888507843654145,3,0,7,0,0,malam,B,6.75
41.151537,-8.610363,41.237118,-8.670087,10.748478430466925,20.684577807671868,3,0,7,0,0,malam,C,20.75
41.150358,-8.612055,41.254209,-8.653617,12.05985276277794,14.463573376004135,0,0,7,0,0,malam,C,17.0
41.14071,-8.615538,41.154453,-8.655255,3.65987360310132,4.744747211507653,2,0,7,0,0,malam,B,7.25
41.149809,-8.61957,41.14881,-8.585892,2.8220287932722172,3.936349348449245,3,0,7,0,0,malam,A,9.0
41.157711,-8.628201,41.201361,-8.648955,5.155084223484616,9.21984689222139,0,0,7,0,0,malam,C,11.5
41.16114,-8.604837,41.164263,-8.622963,1.5566002701871078,2.330318539646685,3,0,7,0,0,malam,B,8.75
41.150961,-8.60706,41.237496,-8.670051,10.971182410852453,17.781944717738014,3,0,7,0,0,malam,C,21.5
41.17851,-8.580357,41.169978,-8.663247,7.002263756047339,9.57135751204021,2,0,7,0,0,malam,A,12.25
41.149224,-8.599356,41.237487,-8.670366,11.472811552105888,17.62942629421781,3,0,7,0,0,malam,B,13.0
41.144706,-8.606322,41.236551,-8.670033,11.52042040682164,20.56726378874606,2,0,7,0,0,malam,C,28.0
41.149899,-8.63658,41.148225,-8.616078,1.7266908651468353,2.323516090364371,3,0,7,0,0,malam,A,5.0
41.146209,-8.617599,41.148576,-8.585622,2.6904011989194037,3.3963148174672355,3,0,7,0,0,malam,B,5.75
41.146164,-8.617617,41.166882,-8.597637,2.8469687358473608,3.6358178552397558,3,0,7,0,0,malam,B,6.75
41.147388,-8.614341,41.152698,-8.613684,0.5930020504749844,0.9139741709835938,3,0,7,0,0,malam,C,3.5
41.145957,-8.61273,41.166216,-8.620893,2.3540819619319087,3.7046627325638117,3,0,7,0,0,malam,C,7.75
41.154687,-8.630712,41.195475,-8.699967,7.359914126898207,10.573703448652878,2,0,7,0,0,malam,B,10.0
41.146137,-8.617644,41.168799,-8.592831,3.2657550992419435,4.138007449320007,3,0,7,0,0,malam,B,8.0
41.182335,-8.660745,41.161176,-8.600544,5.561095254954034,14.866077252710118,3,0,7,0,0,malam,C,24.25
41.158953,-8.63856,41.237271,-8.670186,9.101686897101654,13.051167746744865,3,0,7,0,0,malam,C,12.25
41.144445,-8.606142,41.236596,-8.669907,11.552684684774903,20.483797628929082,2,0,7,0,0,malam,B,24.5
41.156478,-8.641665,41.154309,-8.613549,2.3662432293881004,3.035203118386898,2,0,7,0,0,malam,A,5.75
41.181759,-8.601201,41.193918,-8.578881,2.305736643168055,3.2852893714653173,3,0,7,0,0,malam,A,9.25
41.152014,-8.668629,41.236641,-8.669961,9.410753034527815,14.691098057745492,3,0,7,0,0,malam,C,31.0
41.164317,-8.623044,41.161869,-8.594028,2.444188781755433,3.074915739069003,2,0,7,0,0,malam,C,5.25
41.14566,-8.607249,41.180679,-8.582499,4.410823267274927,10.356764004019283,2,0,7,0,0,malam,A,23.25
41.1462,-8.597556,41.180868,-8.5833,4.035402608432479,4.911725546145992,1,0,7,0,0,malam,A,11.75
41.157324,-8.628093,41.153535,-8.645976,1.5553457149211023,2.219454887059293,3,0,7,0,0,malam,C,2.75
41.156163,-8.591301,41.16249,-8.609103,1.6480358689894858,2.371748072776911,2,0,7,0,0,malam,A,29.25
41.197851,-8.598105,41.235336,-8.667648,7.156032323651477,22.495993045913618,3,0,7,0,0,malam,C,27.75
41.158134,-8.682912,41.084622,-8.586369,11.498497919231971,16.050159020504434,2,0,7,0,0,malam,A,14.5
41.1543,-8.651916,41.169267,-8.622963,2.940127268548151,5.21624650471729,3,0,7,0,0,malam,C,5.5
41.162724,-8.591301,41.160294,-8.608752,1.4856694173814733,1.914699777125258,3,0,7,0,0,malam,B,3.5
41.140026,-8.56449,41.219037,-8.69508,14.022635830333073,19.579103920756733,2,0,7,0,0,malam,C,20.0
41.172066,-8.611236,41.166,-8.624925,1.329617844502014,1.9657003773266835,1,0,7,0,0,malam,B,4.0
41.161041,-8.621136,41.146776,-8.620038,1.5888572705634363,2.1957869503275225,3,0,7,0,0,malam,C,7.25
41.14944,-8.611155,41.156676,-8.574633,3.161881156611461,3.8650867174466814,2,0,7,0,0,malam,B,10.75
41.164632,-8.583048,41.148855,-8.585604,1.7673250767576172,2.963413106396332,4,0,7,0,0,malam,A,6.75
41.149584,-8.611074,41.17509,-8.586162,3.5203405688740372,4.231813033294465,3,0,7,0,0,malam,B,7.0
41.169663,-8.589303,41.181264,-8.584677,1.3468242263516395,3.2214248712541713,1,0,7,0,0,malam,B,7.5
41.147424,-8.621298,41.237478,-8.670195,10.817157400609645,20.088471485837903,3,0,7,0,0,malam,C,26.5
41.160654,-8.604927,41.165937,-8.620416,1.4234763149715637,1.8230889620388033,3,0,7,0,0,malam,B,4.0
41.147082,-8.612235,41.23764,-8.670267,11.179239711077573,18.03415125637873,3,0,7,0,0,malam,A,16.5
41.158179,-8.68266,41.199687,-8.709399,5.129379393145667,13.939331153356147,2,0,7,0,0,malam,A,14.5
41.159376,-8.638767,41.237541,-8.669943,9.074512422318065,22.404066391345516,2,0,7,0,0,malam,A,13.75
41.181759,-8.601255,41.209137,-8.560872,4.548018704606009,5.8606908811112275,3,0,7,0,0,malam,A,11.0
41.164938,-8.628426,41.236938,-8.669925,8.726456352332736,12.290212685387162,3,0,7,0,0,malam,A,12.25
41.155749,-8.599158,41.237937,-8.670366,10.909429614244868,16.685305392478526,3,0,7,0,0,malam,C,14.75
41.158269,-8.638272,41.148864,-8.585631,4.529693374653089,11.199751640235352,4,0,7,0,0,malam,A,15.75
41.14458,-8.606376,41.237532,-8.670213,11.634500846249644,17.766942432393176,3,0,7,0,0,malam,B,17.0
41.151726,-8.655237,41.153022,-8.56926,7.199915669779128,11.090431353038248,3,0,7,0,0,malam,A,11.5
41.147289,-8.615736,41.237415,-8.670249,11.010786662965463,17.442946044172054,3,0,7,0,0,malam,C,15.75
41.15115,-8.6148,41.237523,-8.67024,10.665815463864062,16.929990318766155,4,0,7,0,0,malam,C,14.5
41.155389,-8.677953,41.1462,-8.617698,5.147436096903548,5.992040390231768,4,0,7,0,0,malam,A,8.75
41.190894,-8.580285,41.161833,-8.604432,3.8113701964657674,4.054137672655903,3,0,7,0,0,malam,C,5.5
41.144553,-8.606286,41.159025,-8.630082,2.5610605050307513,32.67953799680866,4,0,7,0,0,malam,B,30.25
41.145777,-8.607258,41.23755,-8.670276,11.486549777599132,17.71081851801516,3,0,7,0,0,malam,C,13.0
41.148018,-8.619894,41.176152,-8.546985,6.858472307804271,10.676690829863064,4,0,7,0,0,malam,B,18.0
41.152689,-8.618166,41.236992,-8.670204,10.335917055949922,14.062655216376493,3,0,7,0,0,malam,C,14.75
41.165982,-8.649891,41.236902,-8.670015,8.06366731217738,11.77264751079777,3,0,7,0,0,malam,C,20.75
41.175189,-8.662698,41.237136,-8.670204,6.916753896541951,9.820621827103595,3,0,7,0,0,malam,C,9.75
41.154066,-8.613252,41.16105,-8.636922,2.128363870153006,2.7806157339130944,3,0,7,0,0,malam,B,5.25
41.160672,-8.68239,41.156073,-8.654967,2.352062015379379,4.021066638799571,3,0,7,0,0,malam,A,7.5
41.180535,-8.582553,41.170671,-8.582742,1.0969408185223724,1.2614238224687224,4,0,7,0,0,malam,B,2.5
41.145957,-8.612613,41.155821,-8.609229,1.1328313870603193,1.2094604034172627,3,0,7,0,0,malam,B,3.5
41.154831,-8.630433,41.177304,-8.584011,4.62002280800066,9.709043232993423,4,0,7,0,0,malam,B,9.25
41.151294,-8.609634,41.152059,-8.627139,1.4680982058586933,2.260242119129696,0,0,7,0,0,malam,C,5.25
41.149629,-8.611101,41.159034,-8.624151,1.5124210823950228,2.348479403077505,3,0,7,0,0,malam,B,7.75
41.145669,-8.610876,41.143338,-8.602704,0.7317319541030786,1.3924339918861488,3,0,7,0,0,malam,B,5.0
